Jaundice	Tetracosactide	0.0193023255814
Impotence	Avanafil	0.122538860104
Impotence	Tadalafil	0.101941747573
Impotence	Vardenafil	0.104662379421
Impotence	Sildenafil	0.0965034965035
Impotence	Alprostadil	0.072905027933
Vomiting	Palonosetron	0.254416961131
Vomiting	Perphenazine	0.120418848168
Vomiting	Rolapitant	0.603978300181
Vomiting	Doxylamine	0.214859437751
Vomiting	Carbidopa	0.135804701627
Vomiting	Dolasetron	0.276855895197
Vomiting	Fosnetupitant	1.0
Vomiting	Metoclopramide	0.2965
Vomiting	Lorazepam	0.147204968944
Vomiting	Hydroxyzine	0.137816979052
Vomiting	Netupitant	0.190705128205
Vomiting	Ephedrine	0.121608040201
Vomiting	Mirtazapine	0.123717948718
Vomiting	Nabilone	0.17619047619
Vomiting	Droperidol	0.233568075117
Vomiting	Granisetron	0.238095238095
Vomiting	Haloperidol	0.180904522613
Vomiting	Dexmedetomidine	0.110606060606
Vomiting	Prochlorperazine	0.281415929204
Vomiting	Fosaprepitant	0.240909090909
Vomiting	Dimenhydrinate	0.138701923077
Vomiting	Ondansetron	0.335877862595
Vomiting	Chlorpromazine	0.201470588235
Vomiting	Trimethobenzamide	0.009977827051
Vomiting	Methotrimeprazine	0.242458100559
Vomiting	Dronabinol	0.0927565392354
Vomiting	Promethazine	0.195774647887
Vomiting	Aprepitant	0.301391035549
Vomiting	Scopolamine	0.225606469003
Tremor	Clonazepam	0.134710743802
Tremor	Topiramate	0.10625
Tremor	Primidone	0.163265306122
Tremor	Propranolol	0.1675
Anxiety	Diazepam	0.273660714286
Anxiety	Chlordiazepoxide	0.266737513284
Anxiety	St. John's Wort	0.154385964912
Anxiety	Perphenazine	0.107019562716
Anxiety	Imipramine	0.182
Anxiety	Meprobamate	0.181034482759
Anxiety	Alprazolam	0.188925081433
Anxiety	Doxepin	0.124872057318
Anxiety	Amitriptyline	0.180952380952
Anxiety	Duloxetine	0.243055555556
Anxiety	Chlorpromazine	0.175539568345
Anxiety	Fluoxetine	0.249122807018
Anxiety	Clonazepam	0.225619834711
